reason_id,open_events,open_units,origin_closed_units,origin_open_units,origin_realized_pnl,origin_unrealized_pnl,origin_total_pnl,origin_unit_win_rate,close_events,close_units,close_realized_pnl,close_unit_win_rate
E_NEW_TOP1_GATE_OK,19,38,36,2,204432.089772,0.0,204432.089772,0.210526,0,0,0.0,
A_ADD_ADD_TO_MAIN_OK,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
A_ADD_STAGE2_STRICT_OK,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
K_MARKET_CLOSED,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
K_NO_SNAPSHOT,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
K_POLICY_INCONSISTENT,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_CUT_LOSS_HARD,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_CUT_LOSS_WARN,0,0,0,0,0.0,0.0,0.0,,3,6,-476276.855979,0.0
R_GAME_OVER,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_MAX_HOLDINGS_BLOCK,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
S_SWITCH_CAPACITY,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
S_SWITCH_EV_GAP,0,0,0,0,0.0,0.0,0.0,,5,13,434346.657251,0.769231
S_SWITCH_RISK_AVOID,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_PARTIAL_3_TO_2,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_PARTIAL_5_TO_3,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_REV_RISK_RISING,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_TARGET_REACHED,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_EV_DROP,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_GATE_NG,0,0,0,0,0.0,0.0,0.0,,46,110,-411138.272946,0.072727
X_EXIT_REV_RISK_HIGH,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_TIME_LIMIT,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_UPPROB_DROP,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
E_NEW_TOPK_GATE_OK,33,66,62,4,-106009.054229,0.0,-106009.054229,0.151515,0,0,0.0,
E_NEW_SWITCH_IN,5,10,10,0,-262196.012553,0.0,-262196.012553,0.0,0,0,0.0,
A_ADD_PROBE_TO_ADD_OK,7,21,21,0,-289295.494664,0.0,-289295.494664,0.0,0,0,0.0,
